,sentence,index,words,type,hindi_sentence,hindi_words
2024,thoughts on harry markle relationship a white dumb ex drug addict who dresses up in nazi outfit marries ghetto divorcee approaching 4 0 and ppl are excited low standards libs,14096,dresses up in nazi outfit marries ghetto divorcee,train,"हैरी मार्कल रिलेशनशिप पर विचार एक सफेद गूंगा पूर्व ड्रग एडिक्ट जो नाज़ी आउटफिट में कपड़े पहनता है, यहूदी बस्ती से शादी करता है।",नाजी संगठन में कपड़े यहूदी बस्ती से शादी करता है
2025,the one thing the internet is liable to grant most easily is swift passage to backwater ghetto echo chamber status that is alt tech tech safely sequestered from the universal public square,2102,,train,"एक बात जो इंटरनेट सबसे आसानी से अनुदान देने के लिए उत्तरदायी है, वह है बैकवाटर गेटो इको चैम्बर की स्थिति के लिए तेज मार्ग है जो कि ऑल्ट टेक टेक सुरक्षित रूप से यूनिवर्सल पब्लिक स्क्वायर से सीक्वेटेड है",#VALUE!
2026,more than <number> of african niggas carry hiv aids so ladies if you like fucking mildly retarded niggas you will be getting more than you wanted,6794,african niggas carry hiv aids fucking mildly retarded niggas,train,"अफ्रीकी निगस से अधिक <nument> से अधिक एचआईवी एड्स ले जाता है, इसलिए महिलाओं को अगर आप हल्के से मंद निगास को चोदना पसंद करते हैं",अफ्रीकी niggas कैरी एचआईवी एड्स कमबख्त हल्के से मंद निगास
2027,the democrats senate leader n.y. sen cuck schemer er ah chuck schumer helped create the diversity visa program which reportedly provided a green card to the islamic immigrant who allegedly killed eight new yorkers on <date>,3941,cuck islamic immigrant who allegedly killed eight new yorkers,train,"डेमोक्रेट सीनेट नेता एन.वाई। सेन कोक स्कीमर एर आह चक शूमर ने विविधता वीजा कार्यक्रम बनाने में मदद की, जिसने कथित तौर पर इस्लामिक आप्रवासी को एक ग्रीन कार्ड प्रदान किया, जिसने कथित तौर पर आठ न्यू यॉर्कर्स को <दिनांक> पर मार डाला था",किक इस्लामिक आप्रवासी जिन्होंने कथित तौर पर आठ न्यू यॉर्कर्स को मार डाला
2028,stop being obtuse you know damn well majority of all mexicans are not white hence why you people bitch and moan about white genocide which is why u love him if it were white european immigrants you would not care neither would trump they are not white,15225,you know damn well majority of all mexicans are not white hence why you people bitch and moan about white genocide if it were white european immigrants you would not care neither would trump they are not white,train,"आप सभी को अच्छी तरह से जानते हैं कि सभी मेक्सिको के लोग सफेद नहीं हैं, इसलिए आप लोग सफेद नरसंहार के बारे में कुतिया और विलाप करते हैं, यही वजह है कि अगर यह सफेद यूरोपीय आप्रवासियों थे तो आप उसे प्यार करते हैं और न ही परवाह नहीं करेंगे कि वे ट्रम्प नहीं हैं","आप जानते हैं कि सभी मेक्सिको के अधिकांश लोग सफेद नहीं हैं, इसलिए आप लोग सफेद नरसंहार के बारे में कुतिया और विलाप क्यों करते हैं अगर यह सफेद यूरोपीय प्रवासी थे तो आप परवाह नहीं करेंगे और न ही ट्रम्प वे सफेद नहीं हैं"
2029,<user> ur not my fav i fucking hate you,15244,,train,<उपयोगकर्ता> उर नहीं मेरे fav मैं आप से नफरत है,#VALUE!
2030,i get my car nd i ’ m back mobile today bitches,7060,,train,मुझे अपनी कार एनडी आई 'एम बैक मोबाइल टुडे बिट्स मिलती है,#VALUE!
2031,the communists insist shitskin foreign invaders are real americans they can label it any way they want so long as we hurry up and get to the civil war and ethnic cleansing two of my favorite american traditions welcome to the continent,2195,communists insist shitskin foreign invaders we hurry up and get to the civil war and ethnic cleansing two of my favorite american traditions,train,"कम्युनिस्टों ने जोर देकर कहा कि विदेशी आक्रमणकारी वास्तविक अमेरिकी हैं, वे इसे किसी भी तरह से लेबल कर सकते हैं, जब तक हम जल्दी करते हैं और गृहयुद्ध में पहुंचते हैं और जातीय को साफ करते हैं और मेरी पसंदीदा अमेरिकी परंपराओं में से दो महाद्वीप में स्वागत करते हैं",कम्युनिस्टों ने जोर देकर कहा कि हम विदेशी आक्रमणकारियों को जल्दी करते हैं और गृहयुद्ध करते हैं और जातीय को मेरी पसंदीदा अमेरिकी परंपराओं में से दो को साफ करते हैं
2032,liberals won t face the fact that if anything the obama administration has condoned criminal behavior far above justice and has divided this nation with his racism muslim leanings and support of homosexuality putting the smallest fleas of society as the leaders of the nation,4978,liberals won t face the fact that obama administration has condoned criminal behavior far above justice and has divided this nation with his racism muslim leanings and support of homosexuality,train,उदारवादियों ने इस तथ्य का सामना किया कि अगर कुछ भी ओबामा प्रशासन ने न्याय से बहुत ऊपर आपराधिक व्यवहार किया है और इस देश को अपने नस्लवाद मुस्लिम झुकाव के साथ विभाजित किया है और समलैंगिकता के समर्थन में समाज के सबसे छोटे पिस्सू को राष्ट्र के नेताओं के रूप में रखा है।,उदारवादियों ने इस तथ्य का सामना किया कि ओबामा प्रशासन ने न्याय से बहुत ऊपर आपराधिक व्यवहार किया है और इस देश को अपने नस्लवाद मुस्लिम झुकाव और समलैंगिकता के समर्थन के साथ विभाजित किया है
2033,i am in a lot of pain right now back to crying every night asking god why i wasn t enough for you i have not hurt this much in a long time yet i still can not bring myself to hate you,6391,,train,"मैं अभी बहुत दर्द में हूँ अब हर रात रोने के लिए वापस भगवान से पूछ रहा हूँ कि मैं तुम्हारे लिए पर्याप्त क्यों नहीं था, मैंने लंबे समय में इसे बहुत चोट नहीं पहुंचाई है, फिर भी मैं आपसे नफरत करने के लिए खुद को नहीं ला सकता हूं",#VALUE!
2034,these hoes for errbodyy,4345,hoes,train,ये hoes के लिए erbodyy,कुदाली
2035,<user> yep tho is anyone surprised their defending known nazi nick fuentes,1476,,train,<user> yep tho किसी ने भी अपने बचाव नाजी निक फुएंटेस को आश्चर्यचकित किया है,#VALUE!
2036,starbucks actually closed in america for a whole day so staff could have racially friendly training you can just imagine the lecturer saying when a nigger comes in do not say how do you like your coffee black,3902,nigger,train,स्टारबक्स वास्तव में अमेरिका में एक पूरे दिन के लिए बंद हो गया ताकि कर्मचारियों को नस्लीय रूप से अनुकूल प्रशिक्षण मिल सके आप केवल व्याख्याता की कल्पना कर सकते हैं कि जब एक निगर आता है तो आप अपने कॉफी ब्लैक को कैसे पसंद करते हैं,चाकलेट का रंग
2037,<user> <user> do not be stupid while hindus sikh and christian are coming here in india for saving there life the muslim are just illegal immigrants sucking our tax money,8651,the muslim are just illegal immigrants sucking our tax money,train,<उपयोगकर्ता> <उपयोगकर्ता> मूर्ख मत बनो जबकि हिंदू सिख और ईसाई भारत में यहां आ रहे हैं कि जीवन बचाने के लिए मुस्लिम सिर्फ अवैध प्रवासी हैं जो हमारे कर के पैसे को चूस रहे हैं,मुस्लिम सिर्फ अवैध अप्रवासी हैं जो हमारे कर के पैसे को चूस रहे हैं
2038,tweet483 i wanna dye my hair but i already know i can not pull it off without looking more like a faggot,7911,,train,"Tweet483 मैं अपने बालों को डाई करना चाहता हूं, लेकिन मैं पहले से ही जानता हूं",#VALUE!
2039,<user> <user> and your muslim you dumb towel head camel jockey genital mutilated whore,4885,muslim you dumb towel head camel jockey genital mutilated whore,train,<उपयोगकर्ता> <उपयोगकर्ता> और आपका मुस्लिम आप गूंगा तौलिया सिर ऊंट जॉकी जननांग कटे हुए वेश्या,मुस्लिम आप गूंगा तौलिया सिर ऊंट जॉकी जननांग कटे हुए वेश्या
2040,oh i got these vegas dykes mad today,15028,,train,"ओह, मुझे आज ये वेगास डाइक्स पागल हो गया",#VALUE!
2041,<user> it ’ also homophobic,14862,,train,<उपयोगकर्ता> यह भी होमोफोबिक,#VALUE!
2042,<user> do you not get irony most of the pol meetups are made up of asians latinos jews and one gay white guy,6669,,train,<उपयोगकर्ता> क्या आपको विडंबना नहीं मिलती है कि अधिकांश पोल मीटअप एशियाई लैटिनो यहूदियों और एक समलैंगिक सफेद आदमी से बने हैं,#VALUE!
2043,ever since i called my dad out on he homophobia he stopped a winning,8936,,train,"जब से मैंने अपने पिता को होमोफोबिया पर बुलाया, तब से उन्होंने एक जीत को रोक दिया",#VALUE!
2044,<user> nah topping is not for faggots,11922,topping is not for faggots,train,<उपयोगकर्ता> नाह टॉपिंग फगोट्स के लिए नहीं है,टॉपिंग फगोट्स के लिए नहीं है
2045,<user> so your a racist bitch i see good luck with that scumbag,8050,racist bitch scumbag,train,<user> तो आपका एक नस्लवादी कुतिया मैं उस बदमाश के साथ सौभाग्य देखता हूं,नस्लवादी कुतिया स्कुम्बैग
2046,<user> the nazis like you got owned today owned,1208,,train,<user> नाज़ियों की तरह आप आज स्वामित्व में हैं,#VALUE!
2047,i do not know what made her a drug addict it seems that she went to buy drugs in a ghetto but got raped instead the woman is <number> years old and seems to have a troubled past and low status the law does not protect weak whites,4869,,train,"मुझे नहीं पता कि उसे एक ड्रग एडिक्ट ने क्या बनाया है, ऐसा लगता है कि वह एक यहूदी बस्ती में ड्रग्स खरीदने के लिए गई थी, लेकिन इसके बजाय बलात्कार हुआ कि महिला <नंबर> साल पुरानी है और लगता है कि एक परेशान अतीत है और कम स्थिति है कि कानून कमजोर गोरों की रक्षा नहीं करता है",#VALUE!
2048,<user> we are the satanic sluts your parents warned you about,437,,train,<उपयोगकर्ता> हम शैतानी हैं जो आपके माता -पिता ने आपको चेतावनी दी है,#VALUE!
2049,<user> i am sick of negros always wanting a white person to come and save them white people are not going to save us,2324,,train,"<उपयोगकर्ता> मैं नीग्रोस से बीमार हूं, हमेशा एक श्वेत व्यक्ति को आना चाहता हूं और उन्हें बचाता हूं कि गोरे लोग हमें बचाने नहीं जा रहे हैं",#VALUE!
2050,<user> looked through this guys account very islamaphobic we don ’ t need another one of those,753,,train,<user> इस लोगों के माध्यम से देखा गया है बहुत ही इस्लामफोबिक हमें उनमें से एक की आवश्यकता नहीं है,#VALUE!
2051,<user> who is a faggot,2767,,train,<उपयोगकर्ता> एक फगोट कौन है,#VALUE!
2052,now stephanie liking this nigga shit 😔 he getting mad bitches tonight,10955,,train,अब स्टेफ़नी इस निगा बकवास को पसंद कर रही है 😔 वह आज रात पागल कुतिया हो रही है,#VALUE!
2053,its called being a pleb with no technical or rhetorical skills dont give me that crap about being busy when you seem to have plenty of time to troll my crew acting like a hasbara kike shill shaking your fat fists at everyone to the right of stefan molyneux,9202,kike,train,"इसके बिना किसी तकनीकी या बयानबाजी के कौशल के साथ एक PLEB कहा जाता है, न ही मुझे उस बकवास के बारे में न दें जब आप अपने चालक दल को ट्रोल करने के लिए बहुत समय लगते हैं, जैसे कि एक हसबारा कीक की तरह अभिनय कर रहा है",काइक
2054,thousands of <number> <number> year old vulnerable white girls have been still are gang raped by muslim child grooming gangs but that does not seem to matter boris allegedly squeezed a woman thigh <number> years ago and that concerns people more is this country seriously f*cked <censored> up or what,5823,,train,"हजारों <नंबर> <नंबर> वर्ष पुरानी कमजोर सफेद लड़कियों को अभी भी मुस्लिम बच्चे के गैंग्स द्वारा बलात्कार किया गया है, लेकिन इससे कोई फर्क नहीं पड़ता कि बोरिस ने कथित तौर पर एक महिला जांघ <नंबर> सालों पहले निचोड़ा था और यह चिंता करता है कि यह देश है। गंभीरता से f*cked <सेंसर> ऊपर या क्या",#VALUE!
2055,this nigger just saved the uk,11026,nigger,train,इस निगर ने सिर्फ ब्रिटेन को बचाया,चाकलेट का रंग
2056,i don ’ t like any bitch that says he him lesbians aren ’ t valid,929,,train,"मैं किसी भी कुतिया को पसंद नहीं करता, जो कहता है कि वह उसे समलैंगिकों से मान्य नहीं है",#VALUE!
2057,<user> reply if you ’ re gay,14622,,train,"यदि आप समलैंगिक हैं, तो उपयोगकर्ता> उत्तर दें",#VALUE!
2058,<user> he lied to a population of impoverished white people eager to blame their lost jobs on non white immigrants i can not wait to see how completely they turn on him i hope they do desperately,4109,,train,"<उपयोगकर्ता> उन्होंने गैर -सफेद आप्रवासियों पर अपनी खोई हुई नौकरियों को दोष देने के लिए उत्सुक गरीब गोरे लोगों की आबादी से झूठ बोला था, मैं यह देखने के लिए इंतजार नहीं कर सकता कि वे पूरी तरह से उस पर कैसे बदल जाते हैं, मुझे आशा है कि वे सख्त रूप से करते हैं",#VALUE!
2059,remember islam ignited in the middle east they once were normal then they got ruled by violence brainwashed,3790,remember islam ignited middle east they once normal brainwashed,train,"याद रखें कि इस्लाम मध्य पूर्व में प्रज्वलित थे, वे एक बार सामान्य थे, तब उन्होंने हिंसा का ब्रेनवॉश किया था","याद रखें कि इस्लाम ने मध्य पूर्व को प्रज्वलित किया था, वे एक बार सामान्य ब्रेनवॉश किए गए थे"
2060,mississippi cops fatally shot an undocumented man they mistook for a domestic violence suspect want the best of vice news straight to your inbox sign up here when local mississippi police barged into the home of an undocumented auto mechanic in <number> they had the wrong g …,14792,,train,"मिसिसिपी पुलिस ने एक अनिर्दिष्ट व्यक्ति को गोली मार दी थी, जिसे उन्होंने घरेलू हिंसा के लिए गलत तरीके से देखा था कि आप अपने इनबॉक्स के लिए सीधे वाइस न्यूज को यहां साइन अप करना चाहते हैं, जब स्थानीय मिसिसिपी पुलिस ने <नंबर> में एक अनिर्दिष्ट ऑटो मैकेनिक के घर में कांटे लगाईं।",#VALUE!
2061,i do not want to look like a snow nigger that easily prone to skin cancer anyway lay off the cake you <number> chinned jabba the hut fat fuxk,5236,snow nigger,train,"मैं एक स्नो निगर की तरह नहीं दिखना चाहता, जो आसानी से त्वचा के कैंसर से ग्रस्त हो",स्नो नगर
2062,and who do you think is pushing these liberals off the cliff of rationality into communism faggotry diversity and all the other bullshit they are trying to destroy white countries with while you are looking into that you might want to research the pioneers of the modern feminists mindset goals,2269,pushing these liberals off the cliff of rationality into communism faggotry diversity,train,"और जो आपको लगता है कि इन उदारवादियों को कम्युनिज्म फगोट्री विविधता में तर्कसंगतता की चट्टान से धक्का दे रहा है और अन्य सभी बकवास जो वे श्वेत देशों को नष्ट करने की कोशिश कर रहे हैं, जबकि आप देख रहे हैं कि आप आधुनिक नारीवादियों के पायनियर्स पर शोध करना चाहते हैं",इन उदारवादियों को कम्युनिज्म फगोट्री विविधता में तर्कसंगतता की चट्टान से धकेलना
2063,<user> fuck that nigger he got shot by other niggers for nigger reasons and niggers refuse to believe that,7794,fuck that nigger he got shot by other niggers for nigger reasons and niggers refuse to believe that,train,<user> बकवास है कि निगर उसे निगर कारणों के लिए अन्य निगर द्वारा गोली मार दी गई और निगर ने यह विश्वास करने से इनकार कर दिया,बकवास है कि निगर वह निगर कारणों के लिए अन्य निगर द्वारा गोली मार दी और निगर यह मानने से इनकार करते हैं
2064,harry why not marry a mop with a fleshlight is going o be a lot cheaper than the divorce and the death is megan going to go off and fcuck a few muslimes,8992,harry why not marry a mop with a fleshlight is going o be a lot cheaper than the divorce and the death is megan going to go off and fcuck a few muslimes,train,हैरी क्यों नहीं एक मांस के साथ एक एमओपी से शादी नहीं की जा रही है ओ तलाक की तुलना में बहुत सस्ता हो और मौत मेगन बंद जा रहा है और कुछ मुस्लिमों को बंद कर दें,हैरी क्यों नहीं एक मांस के साथ एक एमओपी से शादी नहीं की जा रही है ओ तलाक की तुलना में बहुत सस्ता हो और मौत मेगन बंद जा रहा है और कुछ मुस्लिमों को बंद कर दें
2065,most of that red is due to starvation american blacks do worship the brain dead rapper stoner lifestyle to the detriment of their own children not to mention i think they have aborted most of their possible geniuses that would have pulled themselves up from the ghetto into greatness,10646,blacks aborted most of their possible geniuses pulled themselves up from the ghetto,train,उस लाल में से अधिकांश भुखमरी के कारण है अमेरिकी अश्वेत अपने स्वयं के बच्चों की बाधा के लिए ब्रेन डेड रैपर स्टोनर लाइफस्टाइल की पूजा करते हैं।,अश्वेतों ने अपने अधिकांश संभावित प्रतिभाओं को गर्भपात कराया
2066,will i regret tweeting that probably but i fucking hate how that argument always seems to be black and white,14597,,train,क्या मुझे ट्वीट करने का पछतावा होगा कि शायद लेकिन मैं नफरत करता हूं कि कैसे यह तर्क हमेशा काला और सफेद लगता है,#VALUE!
2067,this is why we will need a trial period giving them a daily quota of loudly shouting kike nigger immigrant faggot sluts any former dem who fails their quota gets to vote for trump once as a confession of their guilt before their execution for violating anti trumpitism laws,12638,kike nigger immigrant faggot sluts,train,"यही कारण है कि हमें एक परीक्षण अवधि की आवश्यकता होगी, जो उन्हें जोर से चिल्लाने का एक दैनिक कोटा दे रहे हैं कि कोई भी पूर्व डेम को विफल कर देता है, जो किसी भी पूर्व डेम को विफल कर देता है।",काइक निगर आप्रवासी फागोट स्लट्स
2068,this story makes me consider the white suicide vs white genocide memes our situation is similar it is white auto genocide in a way we have not been physically conquered and forced into these policies at gunpoint but we are doing it because of constant malicious suggestions by outside groups,8513,,train,यह कहानी मुझे सफेद आत्महत्या बनाम सफेद नरसंहार पर विचार करती है।,#VALUE!
2069,a shitpost does not equate to starting a topic just to spew random statements and you are defending the fucking sand niggers of iran you disgust me a good muslim is a mutilated and dead muslim end of discussion deusvult,9619,a shitpost does not equate to starting a topic just to spew random statements and you are defending the fucking sand niggers of iran you disgust me a good muslim is a mutilated and dead muslim end of discussion deusvult,train,एक शिटपोस्ट केवल यादृच्छिक बयानों को उगलने के लिए एक विषय शुरू करने के लिए समान नहीं है और आप ईरान के कमबख्त रेत निगर का बचाव कर रहे हैं आप मुझे घृणा करते हैं एक अच्छा मुस्लिम एक कटे -फटे हैं और चर्चा का मृत मुस्लिम अंत Deusvult,एक शिटपोस्ट केवल यादृच्छिक बयानों को उगलने के लिए एक विषय शुरू करने के लिए समान नहीं है और आप ईरान के कमबख्त रेत निगर का बचाव कर रहे हैं आप मुझे घृणा करते हैं एक अच्छा मुस्लिम एक कटे -फटे हैं और चर्चा का मृत मुस्लिम अंत Deusvult
2070,scholarship needed <number> of <number> gay and lesbian fiction on abortion i am already including chelsey johnson novel stray cat into the paper please note how you want your name to be listed only replies to my email of record will be acknowledged,1228,,train,स्कॉलरशिप की जरूरत <नंबर> की <नंबर> गे और लेस्बियन फिक्शन ऑन एबॉर्शन मैं पहले से ही चेल्सी जॉनसन उपन्यास स्ट्रे कैट इन द पेपर में शामिल हूं,#VALUE!
2071,demi mawby is a mudshark unfortunately,4209,mudshark,train,डेमी मावबी दुर्भाग्य से एक मडशार्क है,मडशार्क
2072,maybe you guys should not of retweeted me calling you a bunch of camel fucking sand niggers,3221,bunch of camel fucking sand niggers,train,"हो सकता है कि आप लोगों को मुझे रिट्वीट नहीं करना चाहिए, जो आपको ऊंट कमबख्त रेत निगर का एक गुच्छा कहता है",ऊंट कमबख्त रेत निगर का गुच्छा
2073,is it gay if i love both of my best friends and we are also all dating,3558,,train,क्या यह समलैंगिक है अगर मैं अपने सबसे अच्छे दोस्तों से प्यार करता हूं और हम सभी डेटिंग भी हैं,#VALUE!
2074,make a retard nut call that shit a download,4530,retard,train,एक मंद नट कॉल करें जो एक डाउनलोड को बकवास करता है,काम करना
2075,notice they only share these pictures widely for a purpose rapefugee invasion of europe syrian bombs never show the victims of islamic terror or feral ghetto crawlers the tide turns black sun rising it is spoken victorysignaling,5593,rapefugee invasion islamic terror or feral ghetto crawlers,train,"ध्यान दें कि वे केवल एक उद्देश्य के लिए इन तस्वीरों को व्यापक रूप से साझा करते हैं, यूरोप सीरियाई बमों पर रैपफ्यूजी आक्रमण के लिए कभी भी इस्लामी आतंक या जंगली यहूदी बस्ती के पीड़ितों को नहीं दिखाते हैं।",रैपफ्यूजी आक्रमण इस्लामी आतंक या जंगली यहूदी बस्ती क्रॉलर
2076,<user> <user> nigga behave 😂,8096,nigga,train,<user> <user> nigga व्यवहार 😂,निगा
2077,at least you got the candy on stage oh no you did not <user> is a fucking savage,5674,,train,कम से कम आपको स्टेज पर कैंडी मिल गई है ओह नहीं आपने नहीं किया <उपयोगकर्ता> एक कमबख्त बर्बरता है,#VALUE!
2078,whites are the minority in ads looking at my calvins women undies first look it seems a white women but look close it is a hispanic with blonde hair close examination of the women one mixed black <number> hispanics no white women in ad,4157,whites are the minority in ads undies hispanic black <number> hispanics no white women in ad,train,"मेरे कैल्विन्स महिलाओं को देखने वाले विज्ञापनों में गोरे अल्पसंख्यक हैं, जो पहली बार दिखते हैं कि यह एक श्वेत महिला है, लेकिन यह करीब है कि यह एक हिस्पैनिक है, जिसमें सुनहरे बालों वाली हेयर क्लोज एग्जामिनेशन है।","ADS में गोरे अल्पसंख्यक हैं, जो कि Hispanic Black <नंबर> HISPANICS कोई श्वेत महिला विज्ञापन में कोई श्वेत महिलाएं हैं"
2079,gotta forgive these women lord they know not how to drive so how can we expect them to know how to use the internet <laugh>,3978,,train,इन महिलाओं को माफ करना होगा भगवान को वे नहीं जानते कि कैसे ड्राइव करना है इसलिए हम उनसे कैसे उम्मीद कर सकते हैं कि इंटरनेट का उपयोग कैसे करें <हंसी>,#VALUE!
2080,jared the guys retarded he thinks that fascist and marxist are the same thing and he also hates racists while saying he can not be a nigger since he has to good grammar the guy is certifiable retarded or a women,12651,jared the guys retarded saying he can not be a nigger since he has to good grammar certifiable retarded,train,"Jared लोगों ने कहा कि वह सोचता है कि फासीवादी और मार्क्सवादी एक ही चीज हैं और वह नस्लवादियों से भी नफरत करता है, जबकि वह एक निगर नहीं हो सकता है क्योंकि उसे अच्छा व्याकरण करना पड़ता है।",जारेड ने कहा कि वह एक निगर नहीं हो सकता है क्योंकि वह अच्छा व्याकरण प्रमाणित मंदबुद्धि है
2081,do hoes still wear body spray cause these new hoes be musty,1551,hoes hoes,train,क्या hoes अभी भी बॉडी स्प्रे पहनते हैं क्योंकि ये नए hoes musty हो,hoes hoes
2082,why don ’ t we make a separate country for illegal aliens and call it mexico,427,,train,क्यों हम अवैध एलियंस के लिए एक अलग देश नहीं बनाते हैं और इसे मेक्सिको कहते हैं,#VALUE!
2083,<user> <user> and all the older white women are not like these crazy slutty women with one egg and a green card i guess it would not be a show if it did not show the worst in everyone 🤦 🏻 ‍ ♀️ still hooked though,3275,,train,"<user> <उपयोगकर्ता> और सभी वृद्ध श्वेत महिलाएं एक अंडे और एक हरे रंग के कार्ड के साथ इन पागल फूहड़ महिलाओं की तरह नहीं हैं, मुझे लगता है कि यह एक शो नहीं होगा अगर यह हर किसी में सबसे खराब नहीं दिखाता है 🤦 🏻 ‍ ♀ अभी भी झुका हुआ है, हालांकि अभी भी झुका हुआ है",#VALUE!
2084,<user> <user> <user> the source you are neglecting as well as other studies on the subject find yes that happens blacks with similar credit scores and reports often do not get loans at the rates their white counterparts do this is why i asked if you people would read the fuckin sources,4955,,train,"<user> <उपयोगकर्ता> <उपयोगकर्ता> आप जिस स्रोत की उपेक्षा कर रहे हैं और साथ ही इस विषय पर अन्य अध्ययनों की उपेक्षा कर रहे हैं, हाँ पाते हैं कि इसी तरह के क्रेडिट स्कोर के साथ अश्वेत होते हैं और रिपोर्ट अक्सर उन दरों पर ऋण नहीं मिलती हैं जो उनके सफेद समकक्षों ने करते हैं, यही कारण है कि मैंने पूछा यदि आप लोग साला स्रोतों को पढ़ते हैं",#VALUE!
2085,despite living in the same american neighborhood for decades i somehow managed to move to a muslim country i base this on having gone food shopping today in a store over run with hijab clad terrorists,319,somehow managed to move to a muslim country base this on having gone food shopping today in a store over run with hijab clad terrorists,train,"दशकों तक एक ही अमेरिकी पड़ोस में रहने के बावजूद मैं किसी भी तरह एक मुस्लिम देश में जाने में कामयाब रहा, मैं इस आधार पर भोजन की खरीदारी कर रहा हूं, आज हिजाब क्लैड आतंकवादियों के साथ एक स्टोर में एक स्टोर में चला गया",किसी तरह हिजाब क्लैड आतंकवादियों के साथ एक स्टोर में आज भोजन की खरीदारी करने के लिए एक मुस्लिम देश के आधार पर जाने में कामयाब रहा
2086,it is not enough to deport our enemies at this point their insolence and disgusting behavior demands that we televise and provide music for the occasion a choir of white men and women triumphantly declaring our will with a symphony behind them no cover bands no trolling majestic righteous,8581,it is not enough to deport our enemies majestic righteous,train,इस बिंदु पर अपने दुश्मनों को निर्वासित करने के लिए यह पर्याप्त नहीं है कि उनके विद्रोह और घृणित व्यवहार की मांग है कि हम इस अवसर के लिए संगीत प्रदान करते हैं और इस अवसर के लिए संगीत प्रदान करते हैं कि श्वेत पुरुषों और महिलाओं की एक गाना बजानेवाल,यह हमारे दुश्मनों को राजसी धर्मी को निर्वासित करने के लिए पर्याप्त नहीं है
2087,dapping up your skinny homies is annoying man you gotta be ready for a powerful embrace stop stumbling bro you scaring the women,11162,,train,अपने स्किनी होम्स को डुबोने से गुस्सा आ रहा है आप एक शक्तिशाली आलिंगन के लिए तैयार हो सकते हैं,#VALUE!
2088,im sure those moab bombs dont damage the homes of hard working christian arabs right ↓,7936,,train,मुझे यकीन है कि उन moab बमों ने कड़ी मेहनत करने वाले ईसाई अरबों के घरों को नुकसान नहीं पहुंचाया ↓,#VALUE!
2089,it is absolutely shameful what merkel has done to germany the poor women and young girls being attacked in the streets i do not understand why someone militia has not risen to say you will not rape my wife and or my children this is where i make my stand,2637,,train,"यह पूरी तरह से शर्मनाक है कि मर्केल ने जर्मनी के लिए गरीब महिलाओं और युवा लड़कियों को सड़कों पर हमला किया है, मुझे समझ नहीं आ रहा है कि कोई भी मिलिशिया यह कहने के लिए क्यों नहीं बढ़ा है",#VALUE!
2090,<user> those refugees can suck it and if they do not like it then go back to where they came from,4323,refugees can suck it and if they do not like it then go back to where they came from,train,<उपयोगकर्ता> वे शरणार्थी इसे चूस सकते हैं और अगर वे इसे पसंद नहीं करते हैं तो वापस जाएं जहां वे आए थे,शरणार्थी इसे चूस सकते हैं और अगर वे इसे पसंद नहीं करते हैं तो वे वापस जाएं जहां से वे आए थे
2091,i do not know it does not matter anyway i only have <money> but i would jump into a sewer before i swam in a pool or anything with a nigger i mean wtf are ppl thinking 🙄,13270,nigger,train,"मुझे नहीं पता कि यह कोई फर्क नहीं पड़ता कि मेरे पास केवल <मनी> है, लेकिन मैं एक सीवर में कूदूंगा, इससे पहले कि मैं एक पूल में तैरता हूं या एक निगर के साथ कुछ भी करता हूं मेरा मतलब है कि wtf पीपीएल सोच 🙄 हैं।",चाकलेट का रंग
2092,glad that white bitch got what she deserved killing that innocent black boy for no reason,6447,white bitch,train,खुशी है कि सफेद कुतिया को वह मिला जो वह उस निर्दोष अश्वेत लड़के को बिना किसी कारण के मारने की हकदार था,सफेद कुतिया
2093,expose them racists homophobes islamophobes etc on social media dont be shy expose them all 🤩 🤩,3602,,train,सोशल मीडिया पर उन्हें नस्लवादियों के होमोफोबेस इस्लामोफोबेस आदि को उजागर करें,#VALUE!
2094,only new faggots that have never shot a gun probably you put the safety on it like putting training wheels on your bike i am not a kid maybe get more confident with a gun then come talk to me about your gay begginner rules,7580,faggots gay,train,"केवल नए फगोट्स जिन्होंने कभी बंदूक नहीं गोली मार दी है, शायद आप उस पर सुरक्षा डालते हैं जैसे कि अपनी बाइक पर प्रशिक्षण पहियों डालने की तरह मैं एक बच्चा नहीं हूं, शायद एक बंदूक के साथ अधिक आश्वस्त हो जाए तो अपने समलैंगिक भिखारी नियमों के बारे में मुझसे बात करें",फगोट्स गे
